,width_median,width_mad,width_mean,width_count,width_min,width_max,height_median,height_mad,height_mean,height_count,height_min,height_max,avg_length
0,2.3344164398988156,0.002689527526122948,2.333910302229639,9,2.3255434059753712,2.3411472042035255,2.3832506050294437,0.009045633388841345,2.387403758831315,9,2.3742049716406024,2.401956963522905,2.494987823404925
1,2.332224277678028,0.0018955313855277822,2.3317773920144074,9,2.3247662923296897,2.335173446371143,2.4611875832564465,0.006971676635925128,2.4629474566773473,9,2.4523575180256163,2.476903392554497,2.4721249406215864
2,2.362504763798302,0.003188401482371095,2.3622619486450818,9,2.351635293420494,2.3742881934510622,2.518421207979012,0.0058843062221378695,2.51937586298478,9,2.5090623151994986,2.530795244524764,2.3381660941591678
3,2.3643741219562515,0.004861230429869412,2.3660603253171613,9,2.3582306447364125,2.3756018805348553,2.591331055433823,0.008669902490225478,2.5927688500874764,9,2.5803065557178555,2.6086246255435137,2.490951781792457
